,Gene/Region,"HGNC/Dosage ID",GRCh38,"HI Score","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
R,"4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46401)",ISCA-46354,4:69272345-69381447,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"4q13.2 population region (gnomAD-SV_v2.1_DEL_4_46404)",ISCA-46355,4:69286321-69395616,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"4q13.3 population region (DGV_Gold_Standard_June_2021_gssvL91223)",ISCA-46593,4:74416911-74457464,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46744)",ISCA-46356,4:74450282-74457283,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"4q13.3 population region (gnomAD-SV_v2.1_DEL_4_46753)",ISCA-46357,4:74448523-74457524,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5p15 terminal (Cri du chat syndrome) region",ISCA-37390,5:37695-11347150,"3 (Sufficient Evidence)","2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,06/21/2016
R,"5p15.33 population region (DGV_Gold_Standard_June_2021_gssvG29169)",ISCA-46604,5:814331-825252,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"5q13.2 population region (DGV_Gold_Standard_June_2021_gssvG30124)",ISCA-46605,5:70020257-70047833,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58897)",ISCA-46359,5:71017172-71069273,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58900)",ISCA-46361,5:71031172-71039873,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15350)",ISCA-46358,5:70009572-70073273,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15442)",ISCA-46360,5:71028672-71108173,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q22.1 population region (DGV_Gold_Standard_June_2021_gssvL101506)",ISCA-46602,5:111570233-111575342,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"5q31.3 population region (DGV_Gold_Standard_June_2021_gssvG31070)",ISCA-46606,:-,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/16/2021
R,"5q31.3 population region (DGV_Gold_Standard_June_2021_gssvL102648)",ISCA-46599,5:140717182-140724468,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"5q31.3 population region (gnomAD-SV_v2.1_DEL_5_63328)",ISCA-46362,5:140842551-140859346,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q35 recurrent (Sotos syndrome) region (includes NSD1)",ISCA-37425,5:176301976-177620792,"3 (Sufficient Evidence)","3 (Sufficient Evidence)",'-,'-,,,‐,‐,‐,04/10/2014
R,"5q35.3 population region (DGV_Gold_Standard_June_2021_gssvL104164)",ISCA-46600,5:178921351-178926193,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/06/2021
R,"5q35.3 population region (DGV_Gold_Standard_June_2021_gssvL104429)",ISCA-46601,5:181164001-181169624,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65831)",ISCA-46363,5:180948131-181003626,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65880)",ISCA-46364,5:181360998-181429999,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106264)",ISCA-46609,6:32508079-32546462,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106269)",ISCA-46610,6:32549059-32573916,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6p21.32 population region (DGV_Gold_Standard_June_2021_gssvL106271)",ISCA-46611,6:32659773-32680646,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6p22.1 population region (DGV_Gold_Standard_June_2021_gssvL105924)",ISCA-46607,6:29924783-29938057,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6p22.1 population region (DGV_Gold_Standard_June_2021_gssvL105927)",ISCA-46608,6:29869423-29881496,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6p25.3 population region (DGV_Gold_Standard_June_2021_gssvL104460)",ISCA-46612,6:83824-202184,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6q13 population region (DGV_Gold_Standard_June_2021_gssvG32688)",ISCA-46613,6:73998109-74008782,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6q13 population region (DGV_Gold_Standard_June_2021_gssvG32691)",ISCA-46614,6:73999168-74007298,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"6q24 region (includes PLAGL1)",ISCA-37442,6:143922155-144095424,"1 (Little Evidence)","3 (Sufficient Evidence)","diabetes mellitus, transient neonatal, 1",MONDO:0011073,,,‐,‐,‐,05/24/2016
R,"7p11.2 population region (DGV_Gold_Standard_June_2021_gssvL115697)",ISCA-46617,7:56995057-57020978,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7p14.1 population region (DGV_Gold_Standard_June_2021_gssvL115094)",ISCA-46616,7:38346962-38358142,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7p22.1 population region (DGV_Gold_Standard_June_2021_gssvL113541)",ISCA-46615,7:6861142-6883612,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77765)",ISCA-46365,7:5901368-5913369,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77769)",ISCA-46366,7:5937368-5942369,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77893)",ISCA-46367,7:6779368-6787569,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7p22.1 region (includes ACTB)",ISCA-46742,7:5497217-5760091,"3 (Sufficient Evidence)","1 (Little Evidence)","complex neurodevelopmental disorder",MONDO:0100038,,,‐,‐,‐,02/08/2022
R,"7q11.21 population region (DGV_Gold_Standard_June_2021_gssvL115987)",ISCA-46618,7:63226937-63263270,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q11.21 population region (DGV_Gold_Standard_June_2021_gssvL116036)",ISCA-46619,7:63502788-63519014,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q11.21 population region (gnomAD-SV_v2.1_DEL_7_81890)",ISCA-46368,7:65646085-65679086,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q11.23 population region (DGV_Gold_Standard_June_2021_gssvL116711)",ISCA-46620,7:74963584-75065983,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82621)",ISCA-46369,7:74809162-74815663,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82636)",ISCA-46370,7:75006833-75013834,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82637)",ISCA-46371,7:75038895-75045096,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82638)",ISCA-46372,7:75054892-75062193,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q11.23 recurrent (Williams-Beuren syndrome) region (includes ELN)",ISCA-37392,7:73330452-74728172,"3 (Sufficient Evidence)","3 (Sufficient Evidence)","7q11.23 microduplication syndrome",MONDO:0012342,,,‐,‐,‐,08/06/2015
R,"7q11.23 recurrent distal region (includes HIP1, YWHAG)",ISCA-46291,7:75528718-76433859,"2 (Emerging Evidence)","1 (Little Evidence)",'-,'-,,,‐,‐,‐,12/31/2018
R,"7q22.1 population region (DGV_Gold_Standard_June_2021_gssvL117874)",ISCA-46625,7:102328550-102381792,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84190)",ISCA-46373,7:99863767-99865939,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84412)",ISCA-46374,7:102660552-102690553,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/12/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119360)",ISCA-46621,:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119369)",ISCA-46622,:-,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119380)",ISCA-46623,7:142752325-142774385,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q34 population region (DGV_Gold_Standard_June_2021_gssvL119381)",ISCA-46624,7:142753425-142767072,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q34 population region (gnomAD-SV_v2.1_DEL_7_87015)",ISCA-46375,7:142055193-142081179,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"7q34 population region (gnomAD-SV_v2.1_DEL_7_87016)",ISCA-46376,7:142065624-142094699,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"7q35 population region (DGV_Gold_Standard_June_2021_gssvG35898)",ISCA-46626,7:144187118-144233372,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q35 population region (DGV_Gold_Standard_June_2021_gssvL119429)",ISCA-46627,7:144183522-144378826,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q35 population region (gnomAD-SV_v2.1_DEL_7_87112)",ISCA-46377,7:143711906-143720407,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"7q36.1 population region (DGV_Gold_Standard_June_2021_gssvL119849)",ISCA-46628,7:150589058-150610821,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"7q36.3 ZRS (SHH cis-regulatory) duplication region (within LMBR1 intron 5)",ISCA-37467,7:156791102-156791874,"0 (No Evidence)","3 (Sufficient Evidence)","polydactyly of a triphalangeal thumb",MONDO:0008270,,,‐,‐,‐,02/15/2018
R,"8p23.1 population region (DGV_Gold_Standard_June_2021_gssvG36607)",ISCA-46629,8:7253423-7300285,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"8p23.1 population region (DGV_Gold_Standard_June_2021_gssvG36608)",ISCA-46630,8:6971214-7020634,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"8p23.1 population region (DGV_Gold_Standard_June_2021_gssvG36644)",ISCA-46631,8:7355060-7369899,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89353)",ISCA-46380,8:7878977-7906978,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89355)",ISCA-46382,8:7887477-7896578,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89356)",ISCA-46383,8:7941477-7966578,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89357)",ISCA-46384,8:7948727-7954578,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89703)",ISCA-46385,8:12046490-12068491,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89706)",ISCA-46386,8:12104490-12110491,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89725)",ISCA-46388,8:12433690-12453541,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23708)",ISCA-46381,8:7879477-7885578,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/17/2021
R,"8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23819)",ISCA-46387,8:12394290-12439891,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.1 recurrent region (includes GATA4)",ISCA-37423,8:8242542-11908820,"3 (Sufficient Evidence)","2 (Emerging Evidence)",'-,'-,,,‐,‐,‐,06/10/2022
R,"8p23.1 region (DEFB gene cluster)",ISCA-37472,8:7195664-8273167,"40 (Dosage Sensitivity Unlikely)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,03/12/2014
R,"8p23.3 population region (gnomAD-SV_v2.1_DEL_8_88399)",ISCA-46378,8:75899-83100,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8p23.3 population region (gnomAD-SV_v2.1_DEL_8_88408)",ISCA-46379,8:166099-179200,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98283)",ISCA-46389,8:144257946-144277497,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98285)",ISCA-46390,8:144256043-144278794,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.1 population region (gnomAD-SV_v2.1_DEL_9_102297)",ISCA-46416,9:41901558-41912138,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (DGV_Gold_Standard_June_2021_gssvG38779)",ISCA-46635,9:42606667-43163949,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102024)",ISCA-46396,9:61197782-61282783,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102025)",ISCA-46397,9:61196784-61203785,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102027)",ISCA-46398,9:61192272-61211173,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102032)",ISCA-46399,9:67082041-67101042,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102035)",ISCA-46400,9:67097078-67112079,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102036)",ISCA-46401,9:67106870-67112071,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102042)",ISCA-46402,9:67168889-67177290,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102043)",ISCA-46403,9:67173745-67222796,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102046)",ISCA-46404,9:61087440-61092841,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102047)",ISCA-46405,9:61087440-61115941,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102048)",ISCA-46406,9:61055297-61066848,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102049)",ISCA-46407,9:67288703-67293954,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102085)",ISCA-46408,9:42657618-42675119,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102096)",ISCA-46409,9:42712222-42793523,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102097)",ISCA-46410,9:42579118-42598119,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102099)",ISCA-46411,9:42571218-42576319,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102187)",ISCA-46412,9:67724915-67742791,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102236)",ISCA-46413,9:67701487-67723488,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102294)",ISCA-46414,9:41875633-41894584,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102296)",ISCA-46415,9:41893458-41898459,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130619)",ISCA-46633,9:66946498-67116738,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"9p12 population region (DGV_Gold_Standard_June_2021_gssvL130637)",ISCA-46634,9:61230528-61334753,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101915)",ISCA-46393,9:42187993-42193994,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101925)",ISCA-46394,9:60913727-60920728,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p12 population region (gnomAD-SV_v2.1_DEL_9_101967)",ISCA-46395,9:40218981-40229782,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p13.1 population region (gnomAD-SV_v2.1_DEL_9_101840)",ISCA-46392,9:67289628-67296529,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9p24.3 population region (gnomAD-SV_v2.1_DUP_9_26178)",ISCA-46391,9:111999-126000,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9q12 population region (gnomAD-SV_v2.1_DEL_9_102303)",ISCA-46417,9:39368304-39380305,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/11/2021
R,"9q13 population region (gnomAD-SV_v2.1_DEL_9_102391)",ISCA-46418,9:67887053-67919054,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102459)",ISCA-46419,9:64363081-64375807,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102460)",ISCA-46420,9:64386331-64392782,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102461)",ISCA-46421,9:64406506-64422682,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27460)",ISCA-46422,9:41447948-41584416,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27462)",ISCA-46423,9:41373825-41397601,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/17/2021
R,"9q31.1 population region (DGV_Gold_Standard_June_2021_gssvL132495)",ISCA-46632,9:104600434-104606341,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/05/2021
R,"9q31.2 population region (gnomAD-SV_v2.1_DEL_9_104809)",ISCA-46424,9:107775253-107778314,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
R,"9q32 population region (DGV_Gold_Standard_June_2021_gssvG40321)",ISCA-46636,9:114316520-114335867,"0 (No Evidence)","40 (Dosage Sensitivity Unlikely)",'-,'-,,,‐,‐,‐,08/05/2021
R,"9q34.3 population region (gnomAD-SV_v2.1_DEL_9_106704)",ISCA-46425,9:136045003-136052654,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/10/2021
G,A4GALT,HGNC:18149,22:42692115-42721301,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,73.08,0,1.65,12/11/2014
G,AAGAB,HGNC:25662,15:67200667-67255198,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,50.94,0,1.04,02/28/2013
G,AARS1,HGNC:20,16:70252295-70289509,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,24.74,0,0.62,01/11/2018
G,AARS2,HGNC:21022,6:44297850-44313358,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,53.33,0,0.84,08/22/2016
G,AASS,HGNC:17366,7:122073544-122144269,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,45.6,0,0.81,08/22/2016
G,ABAT,HGNC:23,16:8674617-8784575,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,41.04,0.01,0.57,08/22/2016
G,ABCB11,HGNC:42,2:168915468-169031396,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,30.88,0,0.64,07/08/2020
G,ABCC8,HGNC:59,11:17392498-17476849,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,1.79,0,0.77,02/24/2012
G,ABCD1,HGNC:61,X:153724851-153744755,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,59.98,1,0.15,12/02/2020
G,ABCG5,HGNC:13886,2:43806154-43838840,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,36.56,0,1.39,08/22/2016
G,ABCG8,HGNC:13887,2:43831942-43882988,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,39.74,0,1.37,08/22/2016
G,ABHD12,HGNC:15868,20:25294743-25390835,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,52.8,0,0.76,12/11/2014
G,ABR,HGNC:81,17:1003519-1229722,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,10.64,0.63,0.36,09/05/2012
